"","Term","Ont","N","DE","P.DE"
"1280","multicellular organism growth","BP",212,10,0.0264533364534093
"1281","negative regulation of blood coagulation","BP",49,4,0.0265190578268405
"1282","lipid phosphorylation","BP",49,4,0.0265190578268405
"1283","regulation of steroid biosynthetic process","BP",73,5,0.0270969627813059
"1284","regulation of osteoclast differentiation","BP",73,5,0.0270969627813059
"1285","positive regulation of response to wounding","BP",73,5,0.0270969627813059
"1286","organic acid catabolic process","BP",213,10,0.027206623849963
"1287","carboxylic acid catabolic process","BP",213,10,0.027206623849963
"1288","cellular response to metal ion","BP",154,8,0.0272799611230146
"1289","negative regulation of neuron death","BP",244,11,0.0274804339758072
"1290","negative regulation of cell morphogenesis involved in differentiation","BP",99,6,0.0275943360847987
"1291","multicellular organismal response to stress","BP",99,6,0.0275943360847987
"1292","positive regulation of interleukin-6 production","BP",99,6,0.0275943360847987
"1293","negative regulation of kinase activity","BP",214,10,0.0279750990833151
"1294","negative regulation of immune system process","BP",473,18,0.0281198793147891
"1295","axon guidance","BP",245,11,0.0281981694403741
"1296","positive regulation of small molecule metabolic process","BP",155,8,0.028206413530113
"1297","regulation of alcohol biosynthetic process","BP",50,4,0.0283144290417726
"1298","regulation of mononuclear cell migration","BP",50,4,0.0283144290417726
"1299","hindlimb morphogenesis","BP",50,4,0.0283144290417726
"1300","regulation of CD4-positive, alpha-beta T cell differentiation","BP",50,4,0.0283144290417726
"1301","tight junction organization","BP",50,4,0.0283144290417726
"1302","bone resorption","BP",74,5,0.0285274705876242
"1303","negative regulation of developmental growth","BP",127,7,0.02854188936447
"1304","regulation of extent of cell growth","BP",127,7,0.02854188936447
"1305","positive regulation of cell-substrate adhesion","BP",127,7,0.02854188936447
"1306","chordate embryonic development","BP",824,28,0.0286850569419817
"1307","myeloid leukocyte activation","BP",215,10,0.0287589060232404
"1308","positive regulation of cell killing","BP",100,6,0.0288040610562581
"1309","regulation of receptor recycling","BP",29,3,0.0288725447146712
"1310","positive regulation of receptor internalization","BP",29,3,0.0288725447146712
"1311","cellular response to interleukin-6","BP",29,3,0.0288725447146712
"1312","neuron projection guidance","BP",246,11,0.0289292870714449
"1313","inorganic cation transmembrane transport","BP",613,22,0.0293091734541619
"1314","peptide hormone secretion","BP",278,12,0.0293696832993697
"1315","positive regulation of NF-kappaB transcription factor activity","BP",128,7,0.0296156395974515
"1316","regulation of carbohydrate metabolic process","BP",186,9,0.0297164970658205
"1317","lipid biosynthetic process","BP",545,20,0.0299553298525513
"1318","hormone biosynthetic process","BP",75,5,0.0300049130070649
"1319","tyrosine phosphorylation of STAT protein","BP",75,5,0.0300049130070649
"1320","phosphatidylinositol-mediated signaling","BP",157,8,0.0301241156550208
"1321","ventricular septum morphogenesis","BP",51,4,0.0301804000281626
"1322","membrane protein proteolysis","BP",51,4,0.0301804000281626
"1323","negative regulation of coagulation","BP",51,4,0.0301804000281626
"1324","high-density lipoprotein particle remodeling","BP",12,2,0.0302881641101973
"1325","interleukin-2 secretion","BP",12,2,0.0302881641101973
"1326","positive regulation of monocyte chemotactic protein-1 production","BP",12,2,0.0302881641101973
"1327","positive regulation of actin filament depolymerization","BP",12,2,0.0302881641101973
"1328","regulation of cellular carbohydrate catabolic process","BP",12,2,0.0302881641101973
"1329","positive regulation of chemokine biosynthetic process","BP",12,2,0.0302881641101973
"1330","epithelial cell proliferation involved in prostate gland development","BP",12,2,0.0302881641101973
"1331","chromatin-mediated maintenance of transcription","BP",12,2,0.0302881641101973
"1332","regulation of nitric oxide mediated signal transduction","BP",12,2,0.0302881641101973
"1333","neutrophil apoptotic process","BP",12,2,0.0302881641101973
"1334","cell-cell junction maintenance","BP",12,2,0.0302881641101973
"1335","positive regulation of prostaglandin secretion","BP",12,2,0.0302881641101973
"1336","protein localization to early endosome","BP",12,2,0.0302881641101973
"1337","positive regulation of protein localization to endosome","BP",12,2,0.0302881641101973
"1338","facial nerve development","BP",12,2,0.0302881641101973
"1339","facial nerve morphogenesis","BP",12,2,0.0302881641101973
"1340","prostate glandular acinus development","BP",12,2,0.0302881641101973
"1341","urate metabolic process","BP",12,2,0.0302881641101973
"1342","dicarboxylic acid catabolic process","BP",12,2,0.0302881641101973
"1343","negative regulation of T-helper 17 type immune response","BP",12,2,0.0302881641101973
"1344","response to toxic substance","BP",344,14,0.030454435474723
"1345","protein localization to cell periphery","BP",344,14,0.030454435474723
"1346","phosphatidylinositol metabolic process","BP",129,7,0.030716301476292
"1347","heart morphogenesis","BP",280,12,0.0307899650223184
"1348","regulation of leukocyte activation","BP",652,23,0.0311256339549132
"1349","negative regulation of programmed cell death","BP",939,31,0.0311627185537525
"1350","lipid modification","BP",218,10,0.0312037257757084
"1351","telencephalon development","BP",249,11,0.0312041255410794
"1352","positive regulation of axonogenesis","BP",102,6,0.031326960542743
"1353","cytokine production involved in immune response","BP",102,6,0.031326960542743
"1354","platelet activation","BP",76,5,0.0315296667579709
"1355","endochondral bone morphogenesis","BP",76,5,0.0315296667579709
"1356","regulation of phospholipase C activity","BP",30,3,0.0315436931481026
"1357","tumor necrosis factor biosynthetic process","BP",30,3,0.0315436931481026
"1358","regulation of tumor necrosis factor biosynthetic process","BP",30,3,0.0315436931481026
"1359","positive regulation of phosphatase activity","BP",30,3,0.0315436931481026
"1360","positive regulation of interleukin-6 secretion","BP",30,3,0.0315436931481026
"1361","regulation of T cell cytokine production","BP",30,3,0.0315436931481026
"1362","regulation of interleukin-4 production","BP",30,3,0.0315436931481026
"1363","urogenital system development","BP",346,14,0.031753508795251
"1364","organic substance transport","BP",2505,72,0.0319589541504894
"1365","anion transport","BP",549,20,0.0319758258239999
"1366","fatty acid derivative biosynthetic process","BP",52,4,0.0321173209369497
"1367","cartilage development involved in endochondral bone morphogenesis","BP",52,4,0.0321173209369497
"1368","organic hydroxy compound metabolic process","BP",481,18,0.0323811137400092
"1369","regulation of carbohydrate biosynthetic process","BP",103,6,0.0326407396358442
"1370","negative regulation of defense response","BP",220,10,0.0329128101206107
"1371","positive regulation of MAP kinase activity","BP",220,10,0.0329128101206107
"1372","positive regulation of intracellular protein transport","BP",131,7,0.032999325817321
"1373","positive regulation of interferon-gamma production","BP",77,5,0.0331020797274604
"1374","dicarboxylic acid transport","BP",77,5,0.0331020797274604
"1375","inositol lipid-mediated signaling","BP",160,8,0.033165671685717
"1376","organic anion transport","BP",415,16,0.0334158171238253
"1377","negative regulation of proteolysis","BP",349,14,0.0337771182026067
"1378","positive regulation of cell cycle","BP",349,14,0.0337771182026067
"1379","heart process","BP",221,10,0.0337915138023931
"1380","cellular response to hormone stimulus","BP",518,19,0.0338863950797163
"1381","interleukin-1 production","BP",104,6,0.0339897839934823
"1382","organic acid transmembrane transport","BP",104,6,0.0339897839934823
"1383","carboxylic acid transmembrane transport","BP",104,6,0.0339897839934823
"1384","social behavior","BP",53,4,0.0341254739087861
"1385","intraspecies interaction between organisms","BP",53,4,0.0341254739087861
"1386","negative regulation of smooth muscle cell proliferation","BP",53,4,0.0341254739087861
"1387","aminoglycan biosynthetic process","BP",53,4,0.0341254739087861
"1388","prostate gland development","BP",53,4,0.0341254739087861
"1389","ventricular cardiac muscle tissue morphogenesis","BP",53,4,0.0341254739087861
"1390","anterior/posterior axis specification","BP",53,4,0.0341254739087861
"1391","synapse maturation","BP",31,3,0.0343396463112238
"1392","regulation of cellular respiration","BP",31,3,0.0343396463112238
"1393","regulation of nitric-oxide synthase activity","BP",31,3,0.0343396463112238
"1394","regulation of the force of heart contraction","BP",31,3,0.0343396463112238
"1395","positive regulation of DNA-templated transcription, initiation","BP",31,3,0.0343396463112238
"1396","regulation of water loss via skin","BP",31,3,0.0343396463112238
"1397","negative regulation of CD4-positive, alpha-beta T cell activation","BP",31,3,0.0343396463112238
"1398","negative regulation of cytokine biosynthetic process","BP",31,3,0.0343396463112238
"1399","regulatory T cell differentiation","BP",31,3,0.0343396463112238
"1400","response to interleukin-6","BP",31,3,0.0343396463112238
"1401","protein homooligomerization","BP",383,15,0.0343641009521504
"1402","receptor-mediated endocytosis","BP",222,10,0.0346864977034807
"1403","myeloid cell development","BP",78,5,0.034722470915384
"1404","positive regulation of JUN kinase activity","BP",78,5,0.034722470915384
"1405","regulation of lymphocyte activation","BP",555,20,0.035195397962983
"1406","auditory behavior","BP",13,2,0.0352552437643193
"1407","renal filtration cell differentiation","BP",13,2,0.0352552437643193
"1408","glomerular visceral epithelial cell differentiation","BP",13,2,0.0352552437643193
"1409","glomerular epithelial cell differentiation","BP",13,2,0.0352552437643193
"1410","endocardium development","BP",13,2,0.0352552437643193
"1411","negative regulation of activin receptor signaling pathway","BP",13,2,0.0352552437643193
"1412","short-term memory","BP",13,2,0.0352552437643193
"1413","regulation of glomerular filtration","BP",13,2,0.0352552437643193
"1414","inflammatory response to wounding","BP",13,2,0.0352552437643193
"1415","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",13,2,0.0352552437643193
"1416","serine family amino acid catabolic process","BP",13,2,0.0352552437643193
"1417","positive regulation of RNA polymerase II transcriptional preinitiation complex assembly","BP",13,2,0.0352552437643193
"1418","regulation of unsaturated fatty acid biosynthetic process","BP",13,2,0.0352552437643193
"1419","leukotriene biosynthetic process","BP",13,2,0.0352552437643193
"1420","bleb assembly","BP",13,2,0.0352552437643193
"1421","pseudopodium assembly","BP",13,2,0.0352552437643193
"1422","regulation of intestinal absorption","BP",13,2,0.0352552437643193
"1423","dorsal/ventral axis specification","BP",13,2,0.0352552437643193
"1424","positive regulation of interleukin-8 secretion","BP",13,2,0.0352552437643193
"1425","positive regulation of isotype switching to IgG isotypes","BP",13,2,0.0352552437643193
"1426","mast cell chemotaxis","BP",13,2,0.0352552437643193
"1427","gamma-delta T cell differentiation","BP",13,2,0.0352552437643193
"1428","hepatocyte growth factor receptor signaling pathway","BP",13,2,0.0352552437643193
"1429","cellular response to vitamin","BP",13,2,0.0352552437643193
"1430","commissural neuron axon guidance","BP",13,2,0.0352552437643193
"1431","regulation of protein localization to endosome","BP",13,2,0.0352552437643193
"1432","tripartite regional subdivision","BP",13,2,0.0352552437643193
"1433","anterior/posterior axis specification, embryo","BP",13,2,0.0352552437643193
"1434","interleukin-6 production","BP",162,8,0.0353056038456099
"1435","cellular response to tumor necrosis factor","BP",162,8,0.0353056038456099
"1436","negative regulation of peptide secretion","BP",162,8,0.0353056038456099
"1437","segmentation","BP",105,6,0.0353743596389174
"1438","regulation of phagocytosis","BP",105,6,0.0353743596389174
"1439","negative regulation of phosphorylation","BP",452,17,0.0353896134190284
"1440","gene expression","BP",4814,129,0.0358601300926022
"1441","regulation of hormone metabolic process","BP",54,4,0.036205074241839
"1442","regulation of endocrine process","BP",54,4,0.036205074241839
"1443","regulation of natural killer cell mediated immunity","BP",54,4,0.036205074241839
"1444","apical junction assembly","BP",54,4,0.036205074241839
"1445","positive regulation of stem cell proliferation","BP",54,4,0.036205074241839
"1446","neuron projection extension","BP",193,9,0.0363431278813998
"1447","I-kappaB kinase/NF-kappaB signaling","BP",193,9,0.0363431278813998
"1448","alpha-amino acid metabolic process","BP",193,9,0.0363431278813998
"1449","response to organic cyclic compound","BP",734,25,0.0363511885278782
"1450","signal transduction in absence of ligand","BP",79,5,0.0363911304155747
"1451","extrinsic apoptotic signaling pathway in absence of ligand","BP",79,5,0.0363911304155747
"1452","embryonic placenta morphogenesis","BP",32,3,0.0372595048674406
"1453","regulation of fatty acid transport","BP",32,3,0.0372595048674406
"1454","positive regulation of Rho protein signal transduction","BP",32,3,0.0372595048674406
"1455","regulation of cell fate commitment","BP",32,3,0.0372595048674406
"1456","apoptotic process involved in morphogenesis","BP",32,3,0.0372595048674406
"1457","negative regulation of protein kinase activity","BP",194,9,0.0373660175926704
"1458","carbohydrate biosynthetic process","BP",194,9,0.0373660175926704
"1459","cellular response to inorganic substance","BP",225,10,0.0374703831962497
"1460","hindbrain development","BP",164,8,0.0375369922556348
"1461","regulation of cell cycle","BP",955,31,0.0377665537734672
"1462","stress-activated MAPK cascade","BP",257,11,0.0378880344796242
"1463","positive regulation of calcium ion transmembrane transport","BP",80,5,0.0381083194330829
"1464","regulation of protein processing","BP",80,5,0.0381083194330829
"1465","regulation of cellular response to stress","BP",666,23,0.0381240771569682
"1466","cell-cell junction assembly","BP",107,6,0.0382510949351198
"1467","regulation of fibroblast proliferation","BP",107,6,0.0382510949351198
"1468","regulation of systemic arterial blood pressure mediated by a chemical signal","BP",55,4,0.0383562716312907
"1469","regulation of interleukin-12 production","BP",55,4,0.0383562716312907
"1470","monocyte chemotaxis","BP",55,4,0.0383562716312907
"1471","developmental pigmentation","BP",55,4,0.0383562716312907
"1472","positive regulation of tyrosine phosphorylation of STAT protein","BP",55,4,0.0383562716312907
"1473","cardiac chamber development","BP",195,9,0.0384083997703845
"1474","regulation of I-kappaB kinase/NF-kappaB signaling","BP",165,8,0.0386874044078663
"1475","negative regulation of apoptotic process","BP",921,30,0.0390024715018164
"1476","neuromuscular process","BP",136,7,0.0391938762574179
"1477","positive regulation of lymphocyte proliferation","BP",136,7,0.0391938762574179
"1478","muscle organ development","BP",424,16,0.0393717327766437
"1479","defense response to virus","BP",227,10,0.0394099609153633
"1480","negative regulation of protein metabolic process","BP",1070,34,0.0395597866223271
"1481","regulation of small GTPase mediated signal transduction","BP",259,11,0.0397040923451632
"1482","positive regulation of immune effector process","BP",259,11,0.0397040923451632
"1483","glucose transmembrane transport","BP",108,6,0.039743712335092
"1484","glycolipid metabolic process","BP",81,5,0.0398742703360855
"1485","CD4-positive, alpha-beta T cell differentiation","BP",81,5,0.0398742703360855
"1486","positive regulation of cell junction assembly","BP",33,3,0.0403021993207921
"1487","regulation of systemic arterial blood pressure by renin-angiotensin","BP",33,3,0.0403021993207921
"1488","regulation of interleukin-17 production","BP",33,3,0.0403021993207921
"1489","prostate gland epithelium morphogenesis","BP",33,3,0.0403021993207921
"1490","mammary gland epithelial cell proliferation","BP",33,3,0.0403021993207921
"1491","regulation of Ras protein signal transduction","BP",228,10,0.0404051953735097
"1492","positive regulation of osteoblast proliferation","BP",14,2,0.0405120357895479
"1493","negative regulation of tumor necrosis factor-mediated signaling pathway","BP",14,2,0.0405120357895479
"1494","fibroblast activation","BP",14,2,0.0405120357895479
"1495","positive regulation of synaptic plasticity","BP",14,2,0.0405120357895479
"1496","regulation of endothelial cell development","BP",14,2,0.0405120357895479
"1497","regulation of establishment of endothelial barrier","BP",14,2,0.0405120357895479
"1498","regulation of vasculogenesis","BP",14,2,0.0405120357895479
"1499","negative regulation of collagen metabolic process","BP",14,2,0.0405120357895479
"1500","negative regulation of collagen biosynthetic process","BP",14,2,0.0405120357895479
"1501","positive regulation of heterotypic cell-cell adhesion","BP",14,2,0.0405120357895479
"1502","positive regulation of vascular endothelial growth factor receptor signaling pathway","BP",14,2,0.0405120357895479
"1503","hyaluronan biosynthetic process","BP",14,2,0.0405120357895479
"1504","prostate gland growth","BP",14,2,0.0405120357895479
"1505","T-helper 2 cell cytokine production","BP",14,2,0.0405120357895479
"1506","positive regulation of collateral sprouting","BP",14,2,0.0405120357895479
"1507","enteric nervous system development","BP",14,2,0.0405120357895479
"1508","regulation of prostaglandin secretion","BP",14,2,0.0405120357895479
"1509","regulation of response to osmotic stress","BP",14,2,0.0405120357895479
"1510","trans-synaptic signaling, modulating synaptic transmission","BP",14,2,0.0405120357895479
"1511","regulation of MHC class II biosynthetic process","BP",14,2,0.0405120357895479
"1512","epithelial cell-cell adhesion","BP",14,2,0.0405120357895479
"1513","mast cell migration","BP",14,2,0.0405120357895479
"1514","branching morphogenesis of a nerve","BP",14,2,0.0405120357895479
"1515","locomotion involved in locomotory behavior","BP",14,2,0.0405120357895479
"1516","negative regulation of cell maturation","BP",14,2,0.0405120357895479
"1517","dicarboxylic acid biosynthetic process","BP",14,2,0.0405120357895479
"1518","coenzyme A metabolic process","BP",14,2,0.0405120357895479
"1519","axon extension","BP",137,7,0.0405179012594783
"1520","response to interferon-gamma","BP",137,7,0.0405179012594783
"1521","glycerolipid metabolic process","BP",325,13,0.0405596149837478
"1522","excretion","BP",56,4,0.0405791514734661
"1523","water homeostasis","BP",56,4,0.0405791514734661
"1524","positive regulation of wound healing","BP",56,4,0.0405791514734661
"1525","regulation of glutamate receptor signaling pathway","BP",56,4,0.0405791514734661
"1526","negative regulation of lymphocyte differentiation","BP",56,4,0.0405791514734661
"1527","cardiac muscle tissue development","BP",260,11,0.0406344457441326
"1528","cellular response to endogenous stimulus","BP",1223,38,0.041010553906185
"1529","skin development","BP",293,12,0.0412452496219796
"1530","hexose transmembrane transport","BP",109,6,0.041272776325413
"1531","nephron epithelium development","BP",109,6,0.041272776325413
"1532","fibroblast proliferation","BP",109,6,0.041272776325413
"1533","cognition","BP",326,13,0.0413946653488842
"1534","organic hydroxy compound biosynthetic process","BP",229,10,0.0414175427155264
"1535","regulation of cytokine production involved in immune response","BP",82,5,0.041689186741162
"1536","liposaccharide metabolic process","BP",82,5,0.041689186741162
"1537","regulation of protein maturation","BP",82,5,0.041689186741162
"1538","positive regulation of mononuclear cell proliferation","BP",138,7,0.0418707280118885
"1539","regulation of cation channel activity","BP",168,8,0.0422794059752648
"1540","regulation of transmembrane transporter activity","BP",262,11,0.0425402818551839
"1541","protein-containing complex subunit organization","BP",1956,57,0.042790656688776
"1542","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",110,6,0.0428384780439916
"1543","positive regulation of receptor-mediated endocytosis","BP",57,4,0.0428737362278971
"1544","positive regulation of proteolysis","BP",328,13,0.0431009474324101
"1545","cellular carbohydrate catabolic process","BP",34,3,0.0434665016689964
"1546","prostate gland morphogenesis","BP",34,3,0.0434665016689964
"1547","response to ischemia","BP",34,3,0.0434665016689964
"1548","regulation of cell maturation","BP",34,3,0.0434665016689964
"1549","anterior/posterior pattern specification","BP",231,10,0.0434940072482597
"1550","cytoskeleton organization","BP",1305,40,0.0437547212052285
"1551","tissue homeostasis","BP",232,10,0.044558333109457
"1552","negative regulation of secretion by cell","BP",232,10,0.044558333109457
"1553","gastrulation","BP",170,8,0.044792842951357
"1554","lipid transport","BP",330,13,0.0448559468539159
"1555","response to reactive oxygen species","BP",201,9,0.0450793963698429
"1556","interleukin-12 production","BP",58,4,0.0452399868310048
"1557","response to osmotic stress","BP",84,5,0.0454665875006464
"1558","regulation of smoothened signaling pathway","BP",84,5,0.0454665875006464
"1559","metanephric glomerular visceral epithelial cell differentiation","BP",2,1,0.0457706525560406
"1560","metanephric glomerular visceral epithelial cell development","BP",2,1,0.0457706525560406
"1561","metanephric glomerular epithelial cell differentiation","BP",2,1,0.0457706525560406
"1562","metanephric glomerular epithelial cell development","BP",2,1,0.0457706525560406
"1563","tumor necrosis factor (ligand) superfamily member 11 production","BP",2,1,0.0457706525560406
"1564","regulation of tumor necrosis factor (ligand) superfamily member 11 production","BP",2,1,0.0457706525560406
"1565","positive regulation of tumor necrosis factor (ligand) superfamily member 11 production","BP",2,1,0.0457706525560406
"1566","chronic inflammatory response to non-antigenic stimulus","BP",2,1,0.0457706525560406
"1567","regulation of chronic inflammatory response to non-antigenic stimulus","BP",2,1,0.0457706525560406
"1568","regulation of transcription involved in lymphatic endothelial cell fate commitment","BP",2,1,0.0457706525560406
"1569","somatic sex determination","BP",2,1,0.0457706525560406
"1570","negative regulation of integrin biosynthetic process","BP",2,1,0.0457706525560406
"1571","lateral sprouting involved in mammary gland duct morphogenesis","BP",2,1,0.0457706525560406
"1572","dichotomous subdivision of terminal units involved in mammary gland duct morphogenesis","BP",2,1,0.0457706525560406
"1573","positive regulation of transforming growth factor beta2 production","BP",2,1,0.0457706525560406
"1574","Wnt signaling pathway involved in dorsal/ventral axis specification","BP",2,1,0.0457706525560406
"1575","regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","BP",2,1,0.0457706525560406
"1576","negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","BP",2,1,0.0457706525560406
"1577","cross-receptor inhibition within G protein-coupled receptor heterodimer","BP",2,1,0.0457706525560406
"1578","regulation of synaptic vesicle docking","BP",2,1,0.0457706525560406
"1579","peptidyl-threonine autophosphorylation","BP",2,1,0.0457706525560406
"1580","glial cell-derived neurotrophic factor secretion","BP",2,1,0.0457706525560406
"1581","regulation of glial cell-derived neurotrophic factor secretion","BP",2,1,0.0457706525560406
"1582","positive regulation of glial cell-derived neurotrophic factor secretion","BP",2,1,0.0457706525560406
"1583","oviduct epithelium development","BP",2,1,0.0457706525560406
"1584","uterine epithelium development","BP",2,1,0.0457706525560406
"1585","L-cysteine catabolic process to taurine","BP",2,1,0.0457706525560406
"1586","chemokine (C-C motif) ligand 11 production","BP",2,1,0.0457706525560406
"1587","gamma-delta intraepithelial T cell differentiation","BP",2,1,0.0457706525560406
"1588","CD8-positive, gamma-delta intraepithelial T cell differentiation","BP",2,1,0.0457706525560406
"1589","endothelin receptor signaling pathway","BP",2,1,0.0457706525560406
"1590","negative regulation of hippocampal neuron apoptotic process","BP",2,1,0.0457706525560406
"1591","smooth muscle adaptation","BP",2,1,0.0457706525560406
"1592","dibenzo-p-dioxin metabolic process","BP",2,1,0.0457706525560406
"1593","regulation of eosinophil chemotaxis","BP",2,1,0.0457706525560406
"1594","positive regulation of eosinophil chemotaxis","BP",2,1,0.0457706525560406
"1595","regulation of vitamin A metabolic process","BP",2,1,0.0457706525560406
"1596","regulation of skeletal muscle contraction by neural stimulation via neuromuscular junction","BP",2,1,0.0457706525560406
"1597","regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction","BP",2,1,0.0457706525560406
"1598","regulation of microtubule plus-end binding","BP",2,1,0.0457706525560406
"1599","positive regulation of microtubule plus-end binding","BP",2,1,0.0457706525560406
"1600","negative regulation of endothelial cell development","BP",2,1,0.0457706525560406
"1601","negative regulation of establishment of endothelial barrier","BP",2,1,0.0457706525560406
"1602","trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission","BP",2,1,0.0457706525560406
"1603","CD8-positive, alpha-beta T cell differentiation involved in immune response","BP",2,1,0.0457706525560406
"1604","inactivation of MAPKK activity","BP",2,1,0.0457706525560406
"1605","negative regulation of NMDA glutamate receptor activity","BP",2,1,0.0457706525560406
"1606","positive regulation of eosinophil degranulation","BP",2,1,0.0457706525560406
"1607","regulation of neutrophil mediated killing of bacterium","BP",2,1,0.0457706525560406
"1608","regulation of neutrophil mediated killing of gram-negative bacterium","BP",2,1,0.0457706525560406
"1609","positive regulation of eosinophil activation","BP",2,1,0.0457706525560406
"1610","paraxial mesodermal cell differentiation","BP",2,1,0.0457706525560406
"1611","paraxial mesodermal cell fate commitment","BP",2,1,0.0457706525560406
"1612","glomerular endothelium development","BP",2,1,0.0457706525560406
"1613","negative regulation of apoptotic process involved in outflow tract morphogenesis","BP",2,1,0.0457706525560406
"1614","canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation","BP",2,1,0.0457706525560406
"1615","cerebellum vasculature development","BP",2,1,0.0457706525560406
"1616","cellular response to vitamin K","BP",2,1,0.0457706525560406
"1617","negative regulation of oligodendrocyte apoptotic process","BP",2,1,0.0457706525560406
"1618","eosinophil fate commitment","BP",2,1,0.0457706525560406
"1619","postganglionic parasympathetic fiber development","BP",2,1,0.0457706525560406
"1620","negative regulation of hepatic stellate cell activation","BP",2,1,0.0457706525560406
"1621","sarcosine metabolic process","BP",2,1,0.0457706525560406
"1622","epithelial-mesenchymal signaling involved in prostate gland development","BP",2,1,0.0457706525560406
"1623","glucocorticoid catabolic process","BP",2,1,0.0457706525560406
"1624","kynurenic acid metabolic process","BP",2,1,0.0457706525560406
"1625","kynurenic acid biosynthetic process","BP",2,1,0.0457706525560406
"1626","ferrous iron import","BP",2,1,0.0457706525560406
"1627","ferrous iron import across plasma membrane","BP",2,1,0.0457706525560406
"1628","regulation of iron ion import","BP",2,1,0.0457706525560406
"1629","regulation of ferrous iron import across plasma membrane","BP",2,1,0.0457706525560406
"1630","regulation of eye pigmentation","BP",2,1,0.0457706525560406
"1631","stress response to acid chemical","BP",2,1,0.0457706525560406
"1632","cellular stress response to acid chemical","BP",2,1,0.0457706525560406
"1633","negative regulation of muscle hyperplasia","BP",2,1,0.0457706525560406
"1634","iron chelate transport","BP",2,1,0.0457706525560406
"1635","siderophore transport","BP",2,1,0.0457706525560406
"1636","positive regulation of chronic inflammatory response to antigenic stimulus","BP",2,1,0.0457706525560406
"1637","glial cell projection elongation","BP",2,1,0.0457706525560406
"1638","retrograde axonal protein transport","BP",2,1,0.0457706525560406
"1639","mastication","BP",2,1,0.0457706525560406
"1640","learned vocalization behavior","BP",2,1,0.0457706525560406
"1641","negative regulation of saliva secretion","BP",2,1,0.0457706525560406
"1642","hard palate morphogenesis","BP",2,1,0.0457706525560406
"1643","gamma-aminobutyric acid secretion, neurotransmission","BP",2,1,0.0457706525560406
"1644","His-Purkinje system cell differentiation","BP",2,1,0.0457706525560406
"1645","coronary vein morphogenesis","BP",2,1,0.0457706525560406
"1646","VEGF-activated neuropilin signaling pathway","BP",2,1,0.0457706525560406
"1647","guanylate kinase-associated protein clustering","BP",2,1,0.0457706525560406
"1648","negative regulation of odontogenesis of dentin-containing tooth","BP",2,1,0.0457706525560406
"1649","regulation of chromatin disassembly","BP",2,1,0.0457706525560406
"1650","histone H3-R26 citrullination","BP",2,1,0.0457706525560406
"1651","negative regulation of lymphocyte chemotaxis","BP",2,1,0.0457706525560406
"1652","T-helper 2 cell activation","BP",2,1,0.0457706525560406
"1653","regulation of T-helper 2 cell activation","BP",2,1,0.0457706525560406
"1654","positive regulation of T-helper 2 cell activation","BP",2,1,0.0457706525560406
"1655","optic placode formation","BP",2,1,0.0457706525560406
"1656","optic placode formation involved in camera-type eye formation","BP",2,1,0.0457706525560406
"1657","positive regulation of platelet-derived growth factor production","BP",2,1,0.0457706525560406
"1658","positive regulation of type B pancreatic cell proliferation","BP",2,1,0.0457706525560406
"1659","xanthophyll metabolic process","BP",2,1,0.0457706525560406
"1660","bile acid signaling pathway","BP",2,1,0.0457706525560406
"1661","negative regulation of interferon-gamma biosynthetic process","BP",2,1,0.0457706525560406
"1662","L-ascorbic acid transmembrane transport","BP",2,1,0.0457706525560406
"1663","transepithelial L-ascorbic acid transport","BP",2,1,0.0457706525560406
"1664","vagus nerve morphogenesis","BP",2,1,0.0457706525560406
"1665","urea homeostasis","BP",2,1,0.0457706525560406
"1666","regulation of sperm capacitation","BP",2,1,0.0457706525560406
"1667","response to bleomycin","BP",2,1,0.0457706525560406
"1668","cellular response to bleomycin","BP",2,1,0.0457706525560406
"1669","regulation of muscle filament sliding speed","BP",2,1,0.0457706525560406
"1670","positive regulation of fever generation by positive regulation of prostaglandin secretion","BP",2,1,0.0457706525560406
"1671","positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling","BP",2,1,0.0457706525560406
"1672","regulation of systemic arterial blood pressure by ischemic conditions","BP",2,1,0.0457706525560406
"1673","negative regulation of oxidative phosphorylation uncoupler activity","BP",2,1,0.0457706525560406
"1674","negative regulation of interleukin-10 biosynthetic process","BP",2,1,0.0457706525560406
"1675","positive regulation of timing of anagen","BP",2,1,0.0457706525560406
"1676","mediolateral intercalation","BP",2,1,0.0457706525560406
"1677","planar cell polarity pathway involved in gastrula mediolateral intercalation","BP",2,1,0.0457706525560406
"1678","positive regulation of collateral sprouting in absence of injury","BP",2,1,0.0457706525560406
"1679","negative regulation of testosterone biosynthetic process","BP",2,1,0.0457706525560406
"1680","positive regulation of chaperone-mediated protein folding","BP",2,1,0.0457706525560406
"1681","vasopressin secretion","BP",2,1,0.0457706525560406
"1682","keratan sulfate metabolic process","BP",2,1,0.0457706525560406
"1683","carotene metabolic process","BP",2,1,0.0457706525560406
"1684","carotene catabolic process","BP",2,1,0.0457706525560406
