mgi_symbol_a,mgi_symbol_b,dip_id_a,dip_id_b,uniprot_id_a,uniprot_id_b,interaction_types,interaction_detection_methods,confidence_value
Ift20,Atg16l1,DIP-60602N,DIP-31966N,Q61025,Q8C0J2,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ap2a2,Atat1,DIP-32160N,DIP-60604N,P17427,Q8K341,MI:0915(physical association),MI:0096(pull down),dip-quality-status:core
Cbx5,Senp7,DIP-28137N,DIP-60609N,Q61686,Q8BUH8,MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down),dip-quality-status:core
Rela,Ep300,DIP-6219N,DIP-60610N,Q04207,B2RWS6,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Necap1,Ap2a2,DIP-44062N,DIP-32160N,Q9CR95,P17427,MI:0915(physical association),MI:0096(pull down),dip-quality-status:core
Fcho1,Necap1,DIP-60611N,DIP-44062N,Q8K285,Q9CR95,MI:0915(physical association)|MI:0915(physical association),MI:0096(pull down)|MI:0096(pull down),dip-quality-status:core
Atg13,Atg16l1,DIP-60542N,DIP-31966N,Q91YI1,Q8C0J2,MI:0915(physical association),MI:0096(pull down),dip-quality-status:core
Sept2,Wdpcp,DIP-32438N,DIP-60612N,P42208,Q8C456,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Foxp3,Rorc,DIP-59739N,DIP-59439N,Q99JB6,P51450,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Fzd8,Igfbp1,DIP-41258N,DIP-60631N,Q61091,P47876,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Fzd8,Igfbp4,DIP-41258N,DIP-60633N,Q61091,P47879,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Fzd8,Igfbp6,DIP-41258N,DIP-60634N,Q61091,P47880,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Rbm17,Atxn1,DIP-60651N,DIP-6004N,Q8JZX4,P54254,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Atxn1,Cic,DIP-6004N,DIP-60650N,P54254,Q924A2,MI:0915(physical association)|MI:0915(physical association),MI:0071(molecular sieving)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Fhl1,Rbpj,DIP-42041N,DIP-171N,P97447,P31266,MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),MI:0065(isothermal titration calorimetry)|MI:0114(x-ray crystallography)|MI:0065(isothermal titration calorimetry)|MI:0065(isothermal titration calorimetry),dip-quality-status:core
Mief2,Dnm1l,DIP-60661N,DIP-54818N,Q5NCS9,Q8K1M6,MI:0407(direct interaction)|MI:0407(direct interaction),MI:0419(gtpase assay)|MI:0028(cosedimentation in solution),dip-quality-status:core
Mafb,Mafb,DIP-60663N,DIP-60663N,P54841,P54841,MI:0407(direct interaction),MI:0114(x-ray crystallography),dip-quality-status:core
Mafb,Fos,DIP-60663N,DIP-1066N,P54841,P01101,MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0114(x-ray crystallography)|MI:0071(molecular sieving)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
S1pr2,Rtn4,DIP-60681N,DIP-41976N,P52592,Q99P72,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Fbxw5,Skp1a,DIP-60700N,DIP-38596N,Q9QXW2,Q9WTX5,MI:0407(direct interaction)|MI:0915(physical association),MI:0071(molecular sieving)|MI:0096(pull down),dip-quality-status:core
Atf4,Ddit3,DIP-30969N,DIP-60705N,Q06507,P35639,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ctnna1,Ctnna1,DIP-35299N,DIP-35299N,P26231,P26231,MI:0407(direct interaction)|MI:0407(direct interaction),MI:0067(light scattering)|MI:0071(molecular sieving),dip-quality-status:core
Ctnna2,Ctnna2,DIP-31971N,DIP-31971N,Q61301,Q61301,MI:0407(direct interaction)|MI:0407(direct interaction),MI:0071(molecular sieving)|MI:0067(light scattering),dip-quality-status:core
Arntl,Ciart,DIP-43977N,DIP-60818N,Q9WTL8,Q3TQ03,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Per1,Cry1,DIP-38519N,DIP-38515N,O35973,P97784,MI:0915(physical association)|MI:0915(physical association),MI:0018(two hybrid)|MI:0018(two hybrid),dip-quality-status:core
Kars,Rpsa,DIP-36058N,DIP-38089N,Q99MN1,P14206,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Pcna,Pold1,DIP-39409N,DIP-45885N,P17918,P52431,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Cdkn1a,Pcna,DIP-24178N,DIP-39409N,P39689,P17918,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Pik3cb,Pcna,DIP-49395N,DIP-39409N,Q8BTI9,P17918,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Trim24,Trp53,DIP-31476N,DIP-369N,Q64127,P02340,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0676(tandem affinity purification),dip-quality-status:core
Skap1,Fyb,DIP-60767N,DIP-41350N,Q3UUV5,O35601,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Spop,Gli2,DIP-43930N,DIP-60772N,Q6ZWS8,Q0VGT2,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Pirb,H2-K1,DIP-59889N,DIP-6189N,P97484,P01901,MI:0407(direct interaction),MI:0107(surface plasmon resonance),dip-quality-status:core
Arrb1,Card10,DIP-49444N,DIP-60780N,Q8BWG8,P58660,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Arrb2,Card10,DIP-36064N,DIP-60780N,Q91YI4,P58660,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Smarcd3,Rbpj,DIP-48886N,DIP-171N,Q6P9Z1,P31266,MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Smarcd3,Tbx5,DIP-48886N,DIP-48887N,Q6P9Z1,P70326,MI:0407(direct interaction),MI:0096(pull down),dip-quality-status:core
Smarca4,Notch1,DIP-59249N,DIP-214N,Q3TKT4,Q01705,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Smarcd3,Notch1,DIP-48886N,DIP-214N,Q6P9Z1,Q01705,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Terb1,Smc3,DIP-60728N,DIP-57028N,Q8C0V1,Q9CW03,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Per3,Cry1,DIP-60820N,DIP-38515N,O70361,P97784,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Trp53,Trp53bp1,DIP-369N,DIP-31595N,P02340,P70399,MI:0915(physical association),MI:0676(tandem affinity purification),dip-quality-status:core
Card10,Lpar1,DIP-60780N,DIP-42214N,P58660,P61793,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Smarca4,Rbpj,DIP-59249N,DIP-171N,Q3TKT4,P31266,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Ciart,Hdac1,DIP-60818N,DIP-31499N,Q3TQ03,O09106,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Cry2,Ciart,DIP-38517N,DIP-60818N,Q9R194,Q3TQ03,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Bhlhe41,Ciart,DIP-57696N,DIP-60818N,Q99PV5,Q3TQ03,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Per1,Cry2,DIP-38519N,DIP-38517N,O35973,Q9R194,MI:0915(physical association)|MI:0915(physical association),MI:0018(two hybrid)|MI:0018(two hybrid),dip-quality-status:core
Per1,Per3,DIP-38519N,DIP-60820N,O35973,O70361,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Per1,Per1,DIP-38519N,DIP-38519N,O35973,O35973,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Cry1,Cbs,DIP-38515N,DIP-60823N,P97784,Q91WT9,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Ptpn6,Fcrl5,DIP-41455N,DIP-60955N,P29351,Q68SN8,MI:0915(physical association),MI:0096(pull down),dip-quality-status:core
Cyba,Cybb,DIP-60456N,DIP-60841N,Q61462,Q61093,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Cybb,Nrros,DIP-60841N,DIP-60840N,Q61093,Q8BMT4,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Gja1,Atg16l1,DIP-29207N,DIP-31966N,P23242,Q8C0J2,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Pik3r4,Gja1,DIP-57219N,DIP-29207N,Q8VD65,P23242,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Atg14,Gja1,DIP-60849N,DIP-29207N,Q8CDJ3,P23242,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Stx1a,Sec22b,DIP-31950N,DIP-60852N,O35526,O08547,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Cebpb,Mapk1,DIP-37539N,DIP-661N,P28033,P63085,MI:0217(phosphorylation reaction),MI:0424(protein kinase assay),dip-quality-status:core
Kat2a,Cebpb,DIP-29180N,DIP-37539N,Q9JHD2,P28033,MI:0915(physical association)|MI:0407(direct interaction)|MI:0192(acetylation reaction)|MI:0407(direct interaction)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down)|MI:0889(acetylation assay)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Fgfr1,Klb,DIP-6033N,DIP-60918N,P16092,Q99N32,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Vcp,Ngly1,DIP-29796N,DIP-41155N,Q01853,Q9JI78,MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),MI:0065(isothermal titration calorimetry)|MI:0065(isothermal titration calorimetry)|MI:0096(pull down)|MI:0071(molecular sieving)|MI:0065(isothermal titration calorimetry)|MI:0114(x-ray crystallography),dip-quality-status:core
Bak1,Mfn1,DIP-29807N,DIP-60969N,O08734,Q811U4,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Bak1,Mfn2,DIP-29807N,DIP-60970N,O08734,Q80U63,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Rela,Pias4,DIP-6219N,DIP-60971N,Q04207,Q9JM05,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Cebpa,Cebpa,DIP-44054N,DIP-44054N,P53566,P53566,MI:0915(physical association),MI:0012(bioluminescence resonance energy transfer),dip-quality-status:core
Cttn,Ctnnd1,DIP-31562N,DIP-31972N,Q60598,P30999,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction),MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down),dip-quality-status:core
Cttn,Gm28635,DIP-31562N,DIP-31972N,Q60598,P30999,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction),MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down),dip-quality-status:core
Atp1b4,Syne1,DIP-60965N,DIP-60966N,Q99ME6,Q6ZWR6,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Atp1b4,Tor1aip1,DIP-60965N,DIP-56693N,Q99ME6,Q921T2,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Was,Snx9,DIP-36426N,DIP-60857N,P70315,Q91VH2,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Sec23a,Slc6a4,DIP-32032N,DIP-60923N,Q01405,Q60857,MI:0915(physical association)|MI:0915(physical association),MI:0096(pull down)|MI:0096(pull down),dip-quality-status:core
Pik3r1,Snx9,DIP-39593N,DIP-60857N,P26450,Q91VH2,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ulk2,Ntrk1,DIP-60901N,DIP-60900N,Q9QY01,Q3UFB7,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ntrk1,Traf6,DIP-60900N,DIP-29812N,Q3UFB7,P70196,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ntrk1,Tnfrsf1b,DIP-60900N,DIP-60902N,Q3UFB7,P25119,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ntrk1,Sqstm1,DIP-60900N,DIP-38490N,Q3UFB7,Q64337,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Fgf21,Fgfr1,DIP-60919N,DIP-6033N,Q9JJN1,P16092,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Lep,Lepr,DIP-60999N,DIP-42763N,P41160,P48356,MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction),MI:0826(x ray scattering)|MI:1022(field flow fractionation)|MI:0104(static light scattering)|MI:0065(isothermal titration calorimetry)|MI:0020(transmission electron microscopy)|MI:0071(molecular sieving),dip-quality-status:core
Plk4,Cep152,DIP-42244N,DIP-56915N,Q64702,A2AUM9,MI:0407(direct interaction),MI:0096(pull down),dip-quality-status:core
Trp53,Trp53,DIP-369N,DIP-369N,P02340,P02340,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Il1r1,Myd88,DIP-40669N,DIP-34957N,P13504,P22366,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Stat6,Parp14,DIP-49680N,DIP-38053N,P52633,Q2EMV9,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0018(two hybrid),dip-quality-status:core
Ckmt1,Elk1,DIP-32284N,DIP-61141N,P30275,P41969,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Adrb2,Cav3,DIP-59568N,DIP-31069N,P18762,P51637,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Cacna1c,Adrb2,DIP-32232N,DIP-59568N,Q01815,P18762,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Psenen,Ncstn,DIP-36333N,DIP-36334N,Q9CQR7,P57716,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Lyn,Cd79a,DIP-37806N,DIP-61170N,P25911,P11911,MI:0915(physical association)|MI:0915(physical association),MI:0055(fluorescent resonance energy transfer)|MI:0055(fluorescent resonance energy transfer),dip-quality-status:core
Prkar1a,Prkaca,DIP-32450N,DIP-6086N,Q9DBC7,P05132,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Myd88,Irf1,DIP-34957N,DIP-61281N,P22366,P15314,MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0055(fluorescent resonance energy transfer),dip-quality-status:core
Irf5,Myd88,DIP-49382N,DIP-34957N,P56477,P22366,MI:0915(physical association),MI:0055(fluorescent resonance energy transfer),dip-quality-status:core
Irf7,Myd88,DIP-37903N,DIP-34957N,P70434,P22366,MI:0915(physical association),MI:0055(fluorescent resonance energy transfer),dip-quality-status:core
Adrb2,Erbb2,DIP-59568N,DIP-40912N,P18762,P70424,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ccnd1,Nrf1,DIP-284N,DIP-61236N,P25322,Q9WU00,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ncs1,Itpr1,DIP-61316N,DIP-32243N,Q8BNY6,P11881,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Apbb1ip,Tln1,DIP-29358N,DIP-647N,Q8R5A3,P26039,MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction),MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0114(x-ray crystallography)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down),dip-quality-status:core
Bax,Bax,DIP-29541N,DIP-29541N,Q07813,Q07813,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0826(x ray scattering)|MI:0042(electron paramagnetic resonance)|MI:0018(two hybrid),dip-quality-status:core
Dzip1,Rab8a,DIP-61407N,DIP-31053N,Q8BMD2,P55258,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Rab10,Dzip1,DIP-37720N,DIP-61407N,P61027,Q8BMD2,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Gdi2,Dzip1,DIP-348N,DIP-61407N,Q61598,Q8BMD2,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Dzip1,Gsk3b,DIP-61407N,DIP-32446N,Q8BMD2,Q9WV60,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Lmna,Akt1,DIP-31384N,DIP-736N,P48678,P31750,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Kmt2a,Sirt1,DIP-58597N,DIP-47052N,P55200,Q923E4,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Map1lc3b,Retreg1,DIP-61580N,DIP-61579N,Q9CQV6,Q8VE91,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Arnt,Epas1,DIP-280N,DIP-46109N,P53762,P97481,MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0114(x-ray crystallography)|MI:0071(molecular sieving)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down),dip-quality-status:core
Clock,Arntl2,DIP-30958N,DIP-60819N,O08785,Q2VPD4,MI:0915(physical association)|MI:0915(physical association),MI:0018(two hybrid)|MI:0018(two hybrid),dip-quality-status:core
Ep300,Arntl,DIP-60610N,DIP-43977N,B2RWS6,Q9WTL8,MI:0407(direct interaction),MI:0077(nuclear magnetic resonance),dip-quality-status:core
Arntl2,Ep300,DIP-60819N,DIP-60610N,Q2VPD4,B2RWS6,MI:0407(direct interaction),MI:0077(nuclear magnetic resonance),dip-quality-status:core
Atg12,Pdcd6ip,DIP-57729N,DIP-41418N,Q9CQY1,Q9WU78,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ptpn6,Camk1,DIP-41455N,DIP-37754N,P29351,Q91YS8,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Hspa8,Plin2,DIP-32353N,DIP-61639N,P63017,P43883,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0096(pull down),dip-quality-status:core
Hspa8,Plin3,DIP-32353N,DIP-49514N,P63017,Q9DBG5,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Pnpla2,G0s2,DIP-61641N,DIP-61640N,Q8BJ56,Q61585,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Pnpla2,Abhd5,DIP-61641N,DIP-61642N,Q8BJ56,Q9DBL9,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Hspa8,Gapdh,DIP-32353N,DIP-31404N,P63017,P16858,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Nfkbia,Hspa8,DIP-36160N,DIP-32353N,Q9Z1E3,P63017,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Rela,Nr4a1,DIP-6219N,DIP-61643N,Q04207,P12813,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Lexm,Gadd45gip1,DIP-61652N,DIP-61653N,A2AVQ5,Q9CR59,MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0018(two hybrid)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Nono,Lexm,DIP-34308N,DIP-61652N,Q99K48,A2AVQ5,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Pkm,Lexm,DIP-40536N,DIP-61652N,P52480,A2AVQ5,MI:0915(physical association),MI:0018(two hybrid),dip-quality-status:core
Pelo,Gtpbp2,DIP-61683N,DIP-61685N,Q80X73,Q3UJK4,MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction),MI:0007(anti tag coimmunoprecipitation)|MI:0096(pull down)|MI:0096(pull down),dip-quality-status:core
Hdac6,Myh10,DIP-36461N,DIP-31956N,Q9Z2V5,Q61879,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Otud5,Ubr4,DIP-61498N,DIP-61499N,Q3U2S4,A2AN08,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Lair1,Ptpn6,DIP-61634N,DIP-41455N,Q8BG84,P29351,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Hopx,Mta3,DIP-61663N,DIP-61664N,Q8R1H0,Q924K8,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Mapk14,Nr4a1,DIP-31073N,DIP-61643N,P47811,P12813,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Lexm,mt-Nd1,DIP-61652N,DIP-61655N,A2AVQ5,P03888,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
mt-Co1,Lexm,DIP-61656N,DIP-61652N,P00397,A2AVQ5,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Hopx,Mta2,DIP-61663N,DIP-36630N,Q8R1H0,Q9R190,MI:0915(physical association),MI:0007(anti tag coimmunoprecipitation),dip-quality-status:core
Cep63,Cep152,DIP-61756N,DIP-56915N,Q3UPP8,A2AUM9,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Cep152,Deup1,DIP-56915N,DIP-61755N,A2AUM9,Q7M6Y5,MI:0915(physical association)|MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Raf1,Stk3,DIP-31555N,DIP-61760N,Q99N57,Q9JI10,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Trp53,Ep400,DIP-369N,DIP-61766N,P02340,Q8CHI8,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
Ep300,Trp53,DIP-60610N,DIP-369N,B2RWS6,P02340,MI:0915(physical association),MI:0006(anti bait coimmunoprecipitation),dip-quality-status:core
