"","Term","Ont","N","DE","P.DE"
"1277","regulation of steroid biosynthetic process","BP",73,5,0.0271218179362185
"1278","positive regulation of cation channel activity","BP",73,5,0.0271218179362185
"1279","bone resorption","BP",73,5,0.0271218179362185
"1280","regulation of osteoclast differentiation","BP",73,5,0.0271218179362185
"1281","chordate embryonic development","BP",784,27,0.0271546348733882
"1282","carbohydrate metabolic process","BP",539,20,0.0271669516894659
"1283","regulation of gliogenesis","BP",154,8,0.0273142591907478
"1284","cellular response to metal ion","BP",154,8,0.0273142591907478
"1285","axon guidance","BP",244,11,0.0275227351455604
"1286","positive regulation of cell-substrate adhesion","BP",126,7,0.0275264424632347
"1287","negative regulation of cell morphogenesis involved in differentiation","BP",99,6,0.0276229719306107
"1288","positive regulation of cell killing","BP",99,6,0.0276229719306107
"1289","regulation of multi-organism process","BP",405,16,0.0276576012363418
"1290","heart morphogenesis","BP",276,12,0.028042783270145
"1291","peptide hormone secretion","BP",276,12,0.028042783270145
"1292","negative regulation of neuron death","BP",245,11,0.0282414433543822
"1293","neuron projection guidance","BP",245,11,0.0282414433543822
"1294","regulation of alcohol biosynthetic process","BP",50,4,0.0283365120592445
"1295","regulation of mononuclear cell migration","BP",50,4,0.0283365120592445
"1296","aminoglycan biosynthetic process","BP",50,4,0.0283365120592445
"1297","hindlimb morphogenesis","BP",50,4,0.0283365120592445
"1298","regulation of CD4-positive, alpha-beta T cell differentiation","BP",50,4,0.0283365120592445
"1299","negative regulation of developmental growth","BP",127,7,0.0285746083972229
"1300","organic substance transport","BP",2491,72,0.0288595908331921
"1301","regulation of receptor recycling","BP",29,3,0.0288907037977272
"1302","positive regulation of receptor internalization","BP",29,3,0.0288907037977272
"1303","cellular response to interleukin-6","BP",29,3,0.0288907037977272
"1304","protein localization to cell periphery","BP",342,14,0.02924644557749
"1305","regulation of symbiosis, encompassing mutualism through parasitism","BP",216,10,0.029600670731784
"1306","positive regulation of NF-kappaB transcription factor activity","BP",128,7,0.0296494557752377
"1307","response to toxic substance","BP",343,14,0.0298724336299607
"1308","lipid biosynthetic process","BP",545,20,0.0300210386188325
"1309","hormone biosynthetic process","BP",75,5,0.0300321734624765
"1310","positive regulation of phagocytosis","BP",75,5,0.0300321734624765
"1311","tyrosine phosphorylation of STAT protein","BP",75,5,0.0300321734624765
"1312","positive regulation of axonogenesis","BP",101,6,0.0300790807862787
"1313","phosphatidylinositol-mediated signaling","BP",157,8,0.0301615765603595
"1314","ventricular septum morphogenesis","BP",51,4,0.0302038103694143
"1315","membrane protein proteolysis","BP",51,4,0.0302038103694143
"1316","negative regulation of coagulation","BP",51,4,0.0302038103694143
"1317","high-density lipoprotein particle remodeling","BP",12,2,0.0303019203021976
"1318","interleukin-2 secretion","BP",12,2,0.0303019203021976
"1319","positive regulation of actin filament depolymerization","BP",12,2,0.0303019203021976
"1320","regulation of cellular carbohydrate catabolic process","BP",12,2,0.0303019203021976
"1321","regulation of unsaturated fatty acid biosynthetic process","BP",12,2,0.0303019203021976
"1322","epithelial cell proliferation involved in prostate gland development","BP",12,2,0.0303019203021976
"1323","regulation of nitric oxide mediated signal transduction","BP",12,2,0.0303019203021976
"1324","neutrophil apoptotic process","BP",12,2,0.0303019203021976
"1325","retina vasculature morphogenesis in camera-type eye","BP",12,2,0.0303019203021976
"1326","cell-cell junction maintenance","BP",12,2,0.0303019203021976
"1327","basement membrane assembly","BP",12,2,0.0303019203021976
"1328","positive regulation of prostaglandin secretion","BP",12,2,0.0303019203021976
"1329","protein localization to early endosome","BP",12,2,0.0303019203021976
"1330","positive regulation of protein localization to endosome","BP",12,2,0.0303019203021976
"1331","facial nerve development","BP",12,2,0.0303019203021976
"1332","facial nerve morphogenesis","BP",12,2,0.0303019203021976
"1333","prostate glandular acinus development","BP",12,2,0.0303019203021976
"1334","urate metabolic process","BP",12,2,0.0303019203021976
"1335","dicarboxylic acid catabolic process","BP",12,2,0.0303019203021976
"1336","negative regulation of T-helper 17 type immune response","BP",12,2,0.0303019203021976
"1337","lipid modification","BP",217,10,0.0304165950103914
"1338","negative regulation of defense response","BP",217,10,0.0304165950103914
"1339","telencephalon development","BP",248,11,0.0304784226909259
"1340","phosphatidylinositol metabolic process","BP",129,7,0.0307512358883868
"1341","heart process","BP",218,10,0.0312482855772966
"1342","negative regulation of programmed cell death","BP",939,31,0.0312508439411073
"1343","interleukin-1 production","BP",102,6,0.0313590517784255
"1344","cytokine production involved in immune response","BP",102,6,0.0313590517784255
"1345","platelet activation","BP",76,5,0.0315581751754154
"1346","endochondral bone morphogenesis","BP",76,5,0.0315581751754154
"1347","regulation of phospholipase C activity","BP",30,3,0.0315634046175121
"1348","positive regulation of phosphatase activity","BP",30,3,0.0315634046175121
"1349","positive regulation of interleukin-6 secretion","BP",30,3,0.0315634046175121
"1350","regulation of T cell cytokine production","BP",30,3,0.0315634046175121
"1351","negative regulation of cytokine biosynthetic process","BP",30,3,0.0315634046175121
"1352","regulation of interleukin-4 production","BP",30,3,0.0315634046175121
"1353","urogenital system development","BP",346,14,0.0318092423082999
"1354","fatty acid derivative biosynthetic process","BP",52,4,0.0321420978068414
"1355","cartilage development involved in endochondral bone morphogenesis","BP",52,4,0.0321420978068414
"1356","apical junction assembly","BP",52,4,0.0321420978068414
"1357","gene expression","BP",4795,129,0.0324498976197093
"1358","positive regulation of cell cycle","BP",347,14,0.0324747161452471
"1359","regulation of leukocyte activation","BP",655,23,0.0326131557164783
"1360","regulation of carbohydrate biosynthetic process","BP",103,6,0.0326740319215116
"1361","positive regulation of MAP kinase activity","BP",220,10,0.0329595057622781
"1362","positive regulation of intracellular protein transport","BP",131,7,0.0330365596814529
"1363","positive regulation of interferon-gamma production","BP",77,5,0.0331318659669164
"1364","negative regulation of proteolysis","BP",348,14,0.0331502518286369
"1365","interleukin-6 production","BP",160,8,0.033206461794371
"1366","inositol lipid-mediated signaling","BP",160,8,0.033206461794371
"1367","cellular response to hormone stimulus","BP",517,19,0.0334003671629516
"1368","protein homooligomerization","BP",382,15,0.0337650038415285
"1369","segmentation","BP",104,6,0.0340243017163142
"1370","organic acid transmembrane transport","BP",104,6,0.0340243017163142
"1371","carboxylic acid transmembrane transport","BP",104,6,0.0340243017163142
"1372","social behavior","BP",53,4,0.0341516558834794
"1373","intraspecies interaction between organisms","BP",53,4,0.0341516558834794
"1374","negative regulation of smooth muscle cell proliferation","BP",53,4,0.0341516558834794
"1375","prostate gland development","BP",53,4,0.0341516558834794
"1376","ventricular cardiac muscle tissue morphogenesis","BP",53,4,0.0341516558834794
"1377","anterior/posterior axis specification","BP",53,4,0.0341516558834794
"1378","synapse maturation","BP",31,3,0.0343609664406591
"1379","regulation of nitric-oxide synthase activity","BP",31,3,0.0343609664406591
"1380","regulation of the force of heart contraction","BP",31,3,0.0343609664406591
"1381","positive regulation of DNA-templated transcription, initiation","BP",31,3,0.0343609664406591
"1382","regulation of water loss via skin","BP",31,3,0.0343609664406591
"1383","negative regulation of CD4-positive, alpha-beta T cell activation","BP",31,3,0.0343609664406591
"1384","regulatory T cell differentiation","BP",31,3,0.0343609664406591
"1385","response to interleukin-6","BP",31,3,0.0343609664406591
"1386","neuron projection extension","BP",191,9,0.0344006285258649
"1387","carbohydrate biosynthetic process","BP",191,9,0.0344006285258649
"1388","alpha-amino acid metabolic process","BP",191,9,0.0344006285258649
"1389","myeloid cell development","BP",78,5,0.0347535645389621
"1390","dicarboxylic acid transport","BP",78,5,0.0347535645389621
"1391","positive regulation of JUN kinase activity","BP",78,5,0.0347535645389621
"1392","regulation of lymphocyte activation","BP",555,20,0.0352708992644442
"1393","auditory behavior","BP",13,2,0.0352711257722413
"1394","renal filtration cell differentiation","BP",13,2,0.0352711257722413
"1395","glomerular visceral epithelial cell differentiation","BP",13,2,0.0352711257722413
"1396","glomerular epithelial cell differentiation","BP",13,2,0.0352711257722413
"1397","endocardium development","BP",13,2,0.0352711257722413
"1398","negative regulation of activin receptor signaling pathway","BP",13,2,0.0352711257722413
"1399","short-term memory","BP",13,2,0.0352711257722413
"1400","regulation of glomerular filtration","BP",13,2,0.0352711257722413
"1401","inflammatory response to wounding","BP",13,2,0.0352711257722413
"1402","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP",13,2,0.0352711257722413
"1403","serine family amino acid catabolic process","BP",13,2,0.0352711257722413
"1404","positive regulation of RNA polymerase II transcriptional preinitiation complex assembly","BP",13,2,0.0352711257722413
"1405","leukotriene biosynthetic process","BP",13,2,0.0352711257722413
"1406","bleb assembly","BP",13,2,0.0352711257722413
"1407","pseudopodium assembly","BP",13,2,0.0352711257722413
"1408","regulation of intestinal absorption","BP",13,2,0.0352711257722413
"1409","dorsal/ventral axis specification","BP",13,2,0.0352711257722413
"1410","regulation of MHC class II biosynthetic process","BP",13,2,0.0352711257722413
"1411","positive regulation of interleukin-8 secretion","BP",13,2,0.0352711257722413
"1412","positive regulation of isotype switching to IgG isotypes","BP",13,2,0.0352711257722413
"1413","mast cell chemotaxis","BP",13,2,0.0352711257722413
"1414","gamma-delta T cell differentiation","BP",13,2,0.0352711257722413
"1415","hepatocyte growth factor receptor signaling pathway","BP",13,2,0.0352711257722413
"1416","cellular response to vitamin","BP",13,2,0.0352711257722413
"1417","commissural neuron axon guidance","BP",13,2,0.0352711257722413
"1418","regulation of protein localization to endosome","BP",13,2,0.0352711257722413
"1419","tripartite regional subdivision","BP",13,2,0.0352711257722413
"1420","anterior/posterior axis specification, embryo","BP",13,2,0.0352711257722413
"1421","cellular response to tumor necrosis factor","BP",162,8,0.0353487052038945
"1422","negative regulation of peptide secretion","BP",162,8,0.0353487052038945
"1423","I-kappaB kinase/NF-kappaB signaling","BP",192,9,0.0353860943646664
"1424","cell-cell junction assembly","BP",105,6,0.0354101270150446
"1425","response to organic cyclic compound","BP",732,25,0.0354624714853446
"1426","regulation of cellular response to stress","BP",661,23,0.0355846851584452
"1427","receptor-mediated endocytosis","BP",223,10,0.0356479001689086
"1428","negative regulation of cell development","BP",385,15,0.0357771998474103
"1429","regulation of cell cycle","BP",951,31,0.0361239781550551
"1430","skin development","BP",287,12,0.0362070399929584
"1431","regulation of interleukin-12 production","BP",54,4,0.0362326992173967
"1432","regulation of hormone metabolic process","BP",54,4,0.0362326992173967
"1433","regulation of endocrine process","BP",54,4,0.0362326992173967
"1434","regulation of natural killer cell mediated immunity","BP",54,4,0.0362326992173967
"1435","positive regulation of stem cell proliferation","BP",54,4,0.0362326992173967
"1436","cardiac chamber development","BP",193,9,0.036390785739829
"1437","signal transduction in absence of ligand","BP",79,5,0.0364235606587306
"1438","extrinsic apoptotic signaling pathway in absence of ligand","BP",79,5,0.0364235606587306
"1439","embryonic placenta morphogenesis","BP",32,3,0.0372824879655423
"1440","regulation of interleukin-17 production","BP",32,3,0.0372824879655423
"1441","regulation of fatty acid transport","BP",32,3,0.0372824879655423
"1442","positive regulation of Rho protein signal transduction","BP",32,3,0.0372824879655423
"1443","regulation of cell fate commitment","BP",32,3,0.0372824879655423
"1444","apoptotic process involved in morphogenesis","BP",32,3,0.0372824879655423
"1445","positive regulation of proteolysis","BP",321,13,0.0373995934321168
"1446","cellular response to inorganic substance","BP",225,10,0.037522680484346
"1447","hindbrain development","BP",164,8,0.0375824776309206
"1448","regulation of I-kappaB kinase/NF-kappaB signaling","BP",164,8,0.0375824776309206
"1449","axon extension","BP",135,7,0.037940559498511
"1450","regulation of growth","BP",737,25,0.0379433641081154
"1451","stress-activated MAPK cascade","BP",257,11,0.0379440614305284
"1452","positive regulation of calcium ion transmembrane transport","BP",80,5,0.0381421151765162
"1453","regulation of protein processing","BP",80,5,0.0381421151765162
"1454","glycerolipid metabolic process","BP",322,13,0.0381883586838191
"1455","regulation of fibroblast proliferation","BP",107,6,0.0382894334925975
"1456","protein-containing complex subunit organization","BP",1942,57,0.0383413726432851
"1457","regulation of systemic arterial blood pressure mediated by a chemical signal","BP",55,4,0.0383853767746845
"1458","water homeostasis","BP",55,4,0.0383853767746845
"1459","monocyte chemotaxis","BP",55,4,0.0383853767746845
"1460","developmental pigmentation","BP",55,4,0.0383853767746845
"1461","positive regulation of tyrosine phosphorylation of STAT protein","BP",55,4,0.0383853767746845
"1462","cognition","BP",323,13,0.038988871631273
"1463","negative regulation of apoptotic process","BP",921,30,0.0391071131274578
"1464","neuromuscular process","BP",136,7,0.0392372215437246
"1465","positive regulation of lymphocyte proliferation","BP",136,7,0.0392372215437246
"1466","muscle organ development","BP",424,16,0.0394444803367071
"1467","defense response to virus","BP",227,10,0.0394646028360138
"1468","regulation of small GTPase mediated signal transduction","BP",259,11,0.0397624373352268
"1469","cardiac muscle tissue development","BP",259,11,0.0397624373352268
"1470","positive regulation of immune effector process","BP",259,11,0.0397624373352268
"1471","cytoskeleton organization","BP",1295,40,0.039776310814717
"1472","glucose transmembrane transport","BP",108,6,0.0397833719898134
"1473","glycolipid metabolic process","BP",81,5,0.0399094600783515
"1474","CD4-positive, alpha-beta T cell differentiation","BP",81,5,0.0399094600783515
"1475","cellular response to endogenous stimulus","BP",1221,38,0.0403046335045568
"1476","positive regulation of cell junction assembly","BP",33,3,0.0403268976507703
"1477","regulation of systemic arterial blood pressure by renin-angiotensin","BP",33,3,0.0403268976507703
"1478","prostate gland epithelium morphogenesis","BP",33,3,0.0403268976507703
"1479","mammary gland epithelial cell proliferation","BP",33,3,0.0403268976507703
"1480","response to ischemia","BP",33,3,0.0403268976507703
"1481","regulation of Ras protein signal transduction","BP",228,10,0.040461031677685
"1482","positive regulation of osteoblast proliferation","BP",14,2,0.0405301370279992
"1483","negative regulation of tumor necrosis factor-mediated signaling pathway","BP",14,2,0.0405301370279992
"1484","fibroblast activation","BP",14,2,0.0405301370279992
"1485","positive regulation of synaptic plasticity","BP",14,2,0.0405301370279992
"1486","regulation of vasculogenesis","BP",14,2,0.0405301370279992
"1487","negative regulation of collagen metabolic process","BP",14,2,0.0405301370279992
"1488","negative regulation of collagen biosynthetic process","BP",14,2,0.0405301370279992
"1489","positive regulation of heterotypic cell-cell adhesion","BP",14,2,0.0405301370279992
"1490","positive regulation of vascular endothelial growth factor receptor signaling pathway","BP",14,2,0.0405301370279992
"1491","hyaluronan biosynthetic process","BP",14,2,0.0405301370279992
"1492","prostate gland growth","BP",14,2,0.0405301370279992
"1493","T-helper 2 cell cytokine production","BP",14,2,0.0405301370279992
"1494","positive regulation of killing of cells of other organism","BP",14,2,0.0405301370279992
"1495","positive regulation of collateral sprouting","BP",14,2,0.0405301370279992
"1496","enteric nervous system development","BP",14,2,0.0405301370279992
"1497","regulation of prostaglandin secretion","BP",14,2,0.0405301370279992
"1498","regulation of response to osmotic stress","BP",14,2,0.0405301370279992
"1499","trans-synaptic signaling, modulating synaptic transmission","BP",14,2,0.0405301370279992
"1500","MHC class II biosynthetic process","BP",14,2,0.0405301370279992
"1501","epithelial cell-cell adhesion","BP",14,2,0.0405301370279992
"1502","mast cell migration","BP",14,2,0.0405301370279992
"1503","branching morphogenesis of a nerve","BP",14,2,0.0405301370279992
"1504","locomotion involved in locomotory behavior","BP",14,2,0.0405301370279992
"1505","negative regulation of cell maturation","BP",14,2,0.0405301370279992
"1506","dicarboxylic acid biosynthetic process","BP",14,2,0.0405301370279992
"1507","coenzyme A metabolic process","BP",14,2,0.0405301370279992
"1508","response to interferon-gamma","BP",137,7,0.0405625300135534
"1509","positive regulation of wound healing","BP",56,4,0.0406097731759997
"1510","negative regulation of lymphocyte differentiation","BP",56,4,0.0406097731759997
"1511","monocarboxylic acid biosynthetic process","BP",260,11,0.0406939701145275
"1512","steroid metabolic process","BP",293,12,0.0413088547225028
"1513","hexose transmembrane transport","BP",109,6,0.041313780432408
"1514","nephron epithelium development","BP",109,6,0.041313780432408
"1515","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",109,6,0.041313780432408
"1516","fibroblast proliferation","BP",109,6,0.041313780432408
"1517","organic hydroxy compound biosynthetic process","BP",229,10,0.041474588028149
"1518","inorganic cation import across plasma membrane","BP",82,5,0.0417257985720203
"1519","inorganic ion import across plasma membrane","BP",82,5,0.0417257985720203
"1520","regulation of cytokine production involved in immune response","BP",82,5,0.0417257985720203
"1521","liposaccharide metabolic process","BP",82,5,0.0417257985720203
"1522","regulation of protein maturation","BP",82,5,0.0417257985720203
"1523","regulation of vesicle-mediated transport","BP",566,20,0.0418002499079606
"1524","positive regulation of mononuclear cell proliferation","BP",138,7,0.0419166602707567
"1525","anterior/posterior pattern specification","BP",230,10,0.0425053803037546
"1526","positive regulation of transmembrane transport","BP",230,10,0.0425053803037546
"1527","regulation of axon extension","BP",110,6,0.0428808497000907
"1528","positive regulation of ion transmembrane transporter activity","BP",110,6,0.0428808497000907
"1529","excretion","BP",57,4,0.0429059100610469
"1530","interleukin-12 production","BP",57,4,0.0429059100610469
"1531","positive regulation of receptor-mediated endocytosis","BP",57,4,0.0429059100610469
"1532","in utero embryonic development","BP",498,18,0.0430825174127843
"1533","lipid transport","BP",328,13,0.0431703008207784
"1534","cellular carbohydrate catabolic process","BP",34,3,0.0434929653786943
"1535","prostate gland morphogenesis","BP",34,3,0.0434929653786943
"1536","regulation of cell maturation","BP",34,3,0.0434929653786943
"1537","monovalent inorganic anion homeostasis","BP",34,3,0.0434929653786943
"1538","tissue homeostasis","BP",231,10,0.0435535141616681
"1539","gastrulation","BP",169,8,0.0435759133513586
"1540","astrocyte differentiation","BP",83,5,0.0435913052051541
"1541","vascular process in circulatory system","BP",200,9,0.0439735220280475
"1542","negative regulation of secretion by cell","BP",232,10,0.044619092456826
"1543","axonogenesis","BP",466,17,0.0450034616375569
"1544","response to reactive oxygen species","BP",201,9,0.0451368686136544
"1545","interleukin-10 production","BP",58,4,0.0452737475046723
"1546","interleukin-1 beta production","BP",84,5,0.0455061260141099
"1547","response to osmotic stress","BP",84,5,0.0455061260141099
"1548","metanephric glomerular visceral epithelial cell differentiation","BP",2,1,0.0457817773753599
"1549","metanephric glomerular visceral epithelial cell development","BP",2,1,0.0457817773753599
"1550","metanephric glomerular epithelial cell differentiation","BP",2,1,0.0457817773753599
"1551","metanephric glomerular epithelial cell development","BP",2,1,0.0457817773753599
"1552","tumor necrosis factor (ligand) superfamily member 11 production","BP",2,1,0.0457817773753599
"1553","regulation of tumor necrosis factor (ligand) superfamily member 11 production","BP",2,1,0.0457817773753599
"1554","positive regulation of tumor necrosis factor (ligand) superfamily member 11 production","BP",2,1,0.0457817773753599
"1555","chronic inflammatory response to non-antigenic stimulus","BP",2,1,0.0457817773753599
"1556","regulation of chronic inflammatory response to non-antigenic stimulus","BP",2,1,0.0457817773753599
"1557","regulation of transcription involved in lymphatic endothelial cell fate commitment","BP",2,1,0.0457817773753599
"1558","somatic sex determination","BP",2,1,0.0457817773753599
"1559","negative regulation of integrin biosynthetic process","BP",2,1,0.0457817773753599
"1560","lateral sprouting involved in mammary gland duct morphogenesis","BP",2,1,0.0457817773753599
"1561","dichotomous subdivision of terminal units involved in mammary gland duct morphogenesis","BP",2,1,0.0457817773753599
"1562","positive regulation of transforming growth factor beta2 production","BP",2,1,0.0457817773753599
"1563","Wnt signaling pathway involved in dorsal/ventral axis specification","BP",2,1,0.0457817773753599
"1564","regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","BP",2,1,0.0457817773753599
"1565","negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification","BP",2,1,0.0457817773753599
"1566","cross-receptor inhibition within G protein-coupled receptor heterodimer","BP",2,1,0.0457817773753599
"1567","regulation of synaptic vesicle docking","BP",2,1,0.0457817773753599
"1568","peptidyl-threonine autophosphorylation","BP",2,1,0.0457817773753599
"1569","glial cell-derived neurotrophic factor secretion","BP",2,1,0.0457817773753599
"1570","regulation of glial cell-derived neurotrophic factor secretion","BP",2,1,0.0457817773753599
"1571","positive regulation of glial cell-derived neurotrophic factor secretion","BP",2,1,0.0457817773753599
"1572","oviduct epithelium development","BP",2,1,0.0457817773753599
"1573","uterine epithelium development","BP",2,1,0.0457817773753599
"1574","L-cysteine catabolic process to taurine","BP",2,1,0.0457817773753599
"1575","chemokine (C-C motif) ligand 11 production","BP",2,1,0.0457817773753599
"1576","gamma-delta intraepithelial T cell differentiation","BP",2,1,0.0457817773753599
"1577","CD8-positive, gamma-delta intraepithelial T cell differentiation","BP",2,1,0.0457817773753599
"1578","endothelin receptor signaling pathway","BP",2,1,0.0457817773753599
"1579","negative regulation of hippocampal neuron apoptotic process","BP",2,1,0.0457817773753599
"1580","smooth muscle adaptation","BP",2,1,0.0457817773753599
"1581","lipid hydroxylation","BP",2,1,0.0457817773753599
"1582","dibenzo-p-dioxin metabolic process","BP",2,1,0.0457817773753599
"1583","regulation of eosinophil chemotaxis","BP",2,1,0.0457817773753599
"1584","positive regulation of eosinophil chemotaxis","BP",2,1,0.0457817773753599
"1585","regulation of vitamin A metabolic process","BP",2,1,0.0457817773753599
"1586","regulation of skeletal muscle contraction by neural stimulation via neuromuscular junction","BP",2,1,0.0457817773753599
"1587","regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction","BP",2,1,0.0457817773753599
"1588","regulation of microtubule plus-end binding","BP",2,1,0.0457817773753599
"1589","positive regulation of microtubule plus-end binding","BP",2,1,0.0457817773753599
"1590","trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission","BP",2,1,0.0457817773753599
"1591","CD8-positive, alpha-beta T cell differentiation involved in immune response","BP",2,1,0.0457817773753599
"1592","inactivation of MAPKK activity","BP",2,1,0.0457817773753599
"1593","negative regulation of NMDA glutamate receptor activity","BP",2,1,0.0457817773753599
"1594","positive regulation of eosinophil degranulation","BP",2,1,0.0457817773753599
"1595","regulation of neutrophil mediated killing of bacterium","BP",2,1,0.0457817773753599
"1596","regulation of neutrophil mediated killing of gram-negative bacterium","BP",2,1,0.0457817773753599
"1597","positive regulation of eosinophil activation","BP",2,1,0.0457817773753599
"1598","dendrite regeneration","BP",2,1,0.0457817773753599
"1599","paraxial mesodermal cell differentiation","BP",2,1,0.0457817773753599
"1600","paraxial mesodermal cell fate commitment","BP",2,1,0.0457817773753599
"1601","glomerular endothelium development","BP",2,1,0.0457817773753599
"1602","negative regulation of apoptotic process involved in outflow tract morphogenesis","BP",2,1,0.0457817773753599
"1603","canonical Wnt signaling pathway involved in mesenchymal stem cell differentiation","BP",2,1,0.0457817773753599
"1604","cerebellum vasculature development","BP",2,1,0.0457817773753599
"1605","cellular response to vitamin K","BP",2,1,0.0457817773753599
"1606","negative regulation of oligodendrocyte apoptotic process","BP",2,1,0.0457817773753599
"1607","eosinophil fate commitment","BP",2,1,0.0457817773753599
"1608","postganglionic parasympathetic fiber development","BP",2,1,0.0457817773753599
"1609","negative regulation of hepatic stellate cell activation","BP",2,1,0.0457817773753599
"1610","sarcosine metabolic process","BP",2,1,0.0457817773753599
"1611","epithelial-mesenchymal signaling involved in prostate gland development","BP",2,1,0.0457817773753599
"1612","glucocorticoid catabolic process","BP",2,1,0.0457817773753599
"1613","kynurenic acid metabolic process","BP",2,1,0.0457817773753599
"1614","kynurenic acid biosynthetic process","BP",2,1,0.0457817773753599
"1615","regulation of eye pigmentation","BP",2,1,0.0457817773753599
"1616","stress response to acid chemical","BP",2,1,0.0457817773753599
"1617","cellular stress response to acid chemical","BP",2,1,0.0457817773753599
"1618","negative regulation of muscle hyperplasia","BP",2,1,0.0457817773753599
"1619","regulation of high-density lipoprotein particle assembly","BP",2,1,0.0457817773753599
"1620","iron chelate transport","BP",2,1,0.0457817773753599
"1621","siderophore transport","BP",2,1,0.0457817773753599
"1622","positive regulation of chronic inflammatory response to antigenic stimulus","BP",2,1,0.0457817773753599
"1623","retrograde axonal protein transport","BP",2,1,0.0457817773753599
"1624","mastication","BP",2,1,0.0457817773753599
"1625","learned vocalization behavior","BP",2,1,0.0457817773753599
"1626","negative regulation of saliva secretion","BP",2,1,0.0457817773753599
"1627","hard palate morphogenesis","BP",2,1,0.0457817773753599
"1628","gamma-aminobutyric acid secretion, neurotransmission","BP",2,1,0.0457817773753599
"1629","His-Purkinje system cell differentiation","BP",2,1,0.0457817773753599
"1630","coronary vein morphogenesis","BP",2,1,0.0457817773753599
"1631","VEGF-activated neuropilin signaling pathway","BP",2,1,0.0457817773753599
"1632","guanylate kinase-associated protein clustering","BP",2,1,0.0457817773753599
"1633","negative regulation of odontogenesis of dentin-containing tooth","BP",2,1,0.0457817773753599
"1634","regulation of chromatin disassembly","BP",2,1,0.0457817773753599
"1635","histone H3-R26 citrullination","BP",2,1,0.0457817773753599
"1636","negative regulation of lymphocyte chemotaxis","BP",2,1,0.0457817773753599
"1637","T-helper 2 cell activation","BP",2,1,0.0457817773753599
"1638","regulation of T-helper 2 cell activation","BP",2,1,0.0457817773753599
"1639","positive regulation of T-helper 2 cell activation","BP",2,1,0.0457817773753599
"1640","optic placode formation","BP",2,1,0.0457817773753599
"1641","optic placode formation involved in camera-type eye formation","BP",2,1,0.0457817773753599
"1642","positive regulation of platelet-derived growth factor production","BP",2,1,0.0457817773753599
"1643","positive regulation of type B pancreatic cell proliferation","BP",2,1,0.0457817773753599
"1644","xanthophyll metabolic process","BP",2,1,0.0457817773753599
"1645","bile acid signaling pathway","BP",2,1,0.0457817773753599
"1646","negative regulation of interferon-gamma biosynthetic process","BP",2,1,0.0457817773753599
"1647","L-ascorbic acid transmembrane transport","BP",2,1,0.0457817773753599
"1648","transepithelial L-ascorbic acid transport","BP",2,1,0.0457817773753599
"1649","vagus nerve morphogenesis","BP",2,1,0.0457817773753599
"1650","urea homeostasis","BP",2,1,0.0457817773753599
"1651","regulation of sperm capacitation","BP",2,1,0.0457817773753599
"1652","response to bleomycin","BP",2,1,0.0457817773753599
"1653","cellular response to bleomycin","BP",2,1,0.0457817773753599
"1654","regulation of muscle filament sliding speed","BP",2,1,0.0457817773753599
"1655","positive regulation of fever generation by positive regulation of prostaglandin secretion","BP",2,1,0.0457817773753599
"1656","positive regulation of ERK1 and ERK2 cascade via TNFSF11-mediated signaling","BP",2,1,0.0457817773753599
"1657","regulation of systemic arterial blood pressure by ischemic conditions","BP",2,1,0.0457817773753599
"1658","negative regulation of oxidative phosphorylation uncoupler activity","BP",2,1,0.0457817773753599
"1659","negative regulation of interleukin-10 biosynthetic process","BP",2,1,0.0457817773753599
"1660","positive regulation of timing of anagen","BP",2,1,0.0457817773753599
"1661","mediolateral intercalation","BP",2,1,0.0457817773753599
"1662","planar cell polarity pathway involved in gastrula mediolateral intercalation","BP",2,1,0.0457817773753599
"1663","positive regulation of collateral sprouting in absence of injury","BP",2,1,0.0457817773753599
"1664","negative regulation of testosterone biosynthetic process","BP",2,1,0.0457817773753599
"1665","positive regulation of chaperone-mediated protein folding","BP",2,1,0.0457817773753599
"1666","vasopressin secretion","BP",2,1,0.0457817773753599
"1667","keratan sulfate metabolic process","BP",2,1,0.0457817773753599
"1668","carotene metabolic process","BP",2,1,0.0457817773753599
"1669","carotene catabolic process","BP",2,1,0.0457817773753599
"1670","terpene metabolic process","BP",2,1,0.0457817773753599
"1671","terpene catabolic process","BP",2,1,0.0457817773753599
"1672","antifungal innate immune response","BP",2,1,0.0457817773753599
"1673","prenylcysteine catabolic process","BP",2,1,0.0457817773753599
"1674","prenylcysteine metabolic process","BP",2,1,0.0457817773753599
"1675","acetyl-CoA catabolic process","BP",2,1,0.0457817773753599
"1676","distal tubule morphogenesis","BP",2,1,0.0457817773753599
"1677","L-kynurenine metabolic process","BP",2,1,0.0457817773753599
"1678","prolyl-tRNA aminoacylation","BP",2,1,0.0457817773753599
"1679","10-formyltetrahydrofolate catabolic process","BP",2,1,0.0457817773753599
"1680","folic acid-containing compound catabolic process","BP",2,1,0.0457817773753599
"1681","pteridine-containing compound catabolic process","BP",2,1,0.0457817773753599
